run_id,input_generation,review_id,text,expected_sentiment,predicted_sentiment,sentiment_confidence,sentiment_correct,expected_topic,predicted_topic,topic_confidence,topic_correct,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,goldtest,template_family,input_timestamp,sentiment_lstm_accuracy,sentiment_lstm_macro_f1,sentiment_lstm_weighted_f1,sentiment_lstm_log_loss,sentiment_lstm_brier_score,sentiment_baseline_accuracy,sentiment_baseline_macro_f1,sentiment_baseline_weighted_f1,sentiment_baseline_log_loss,sentiment_baseline_brier_score,sentiment_delta_accuracy,sentiment_delta_macro_f1,sentiment_delta_weighted_f1,sentiment_delta_log_loss,sentiment_delta_brier_score,sentiment_accuracy_ci95_low,sentiment_accuracy_ci95_high,sentiment_mcnemar_p_value,topic_lstm_accuracy,topic_lstm_macro_f1,topic_lstm_weighted_f1,topic_lstm_log_loss,topic_lstm_brier_score,topic_baseline_accuracy,topic_baseline_macro_f1,topic_baseline_weighted_f1,topic_baseline_log_loss,topic_baseline_brier_score,topic_delta_accuracy,topic_delta_macro_f1,topic_delta_weighted_f1,topic_delta_log_loss,topic_delta_brier_score,topic_accuracy_ci95_low,topic_accuracy_ci95_high,topic_mcnemar_p_value,benchmark_sentiment_accuracy,benchmark_topic_accuracy,external_full_label_space_accuracy,external_binary_restricted_accuracy,external_neutral_prediction_rate,external_binary_ci95_low,external_binary_ci95_high
20260827T171159Z_github-33096913323,0,12001,"Under a representative operating profile, after using it for work and at home, I noticed that the spin program on this front-loading washer has not given me trouble. the behavior persisted across several attempts. it has earned my confidence. Damn, I did not expect this part to be this solid.",positive,positive,0.9983505010604858,True,washing_machine,washing_machine,0.9993783235549927,True,technical,1,0,0,0,long,0,0,noticed,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12002,"Under ordinary operating conditions, outside my normal routine, I noticed that the streaming menu on this screen unit feels ordinary after more use. I noticed the change only in the new situation.",neutral,neutral,0.9229128956794739,True,television,television,0.9996926784515381,True,technical,0,0,0,0,medium,0,0,noticed,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12003,My main impression of this laundry unit comes from the cycle controls: it is neither impressive nor bad after a few weeks of mixed use. I would neither recommend it nor warn people away.,neutral,neutral,0.9999589920043945,True,washing_machine,washing_machine,0.999416708946228,True,standard,0,0,0,0,long,0,0,main_impression,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12004,The apps is what stood out after using it for work and at home; it continues to work without drama. I observed the change only in the new situation. I plan to keep using it. The damn thing surprisde me in a good way. for real. The pattern remained consistent enough to influence my overall assessment.,positive,positive,0.996239423751831,True,smartphone,television,0.9997188448905945,False,advanced,1,0,1,1,long,0,0,stood_out,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12005,"after taking it on a trip, i noticed that the battery life on this work phone keeps acting up. i repeated the check before writing this. this shit should not be happening in normal use. lol.",negative,negative,0.9999682903289795,True,smartphone,smartphone,0.9999431371688843,True,informal,1,0,0,1,long,0,1,noticed,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12006,"honestly tho, after taking it on a trip, i noticed that the wireless connection on this living room display is acceptable but the difference became clearer after a few more days. it is adequate for now.",neutral,neutral,0.9999867677688599,True,television,television,0.9996695518493652,True,limited,0,0,0,1,long,0,1,noticed,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12007,"that said, the picture quality is difficult to trust, so the experience is not completely one-sided. the video input is what stood out after changing a few settings; it feels ordinary after more use. a second check gave me the same result. lol.",neutral,neutral,0.9963920712471008,True,television,refrigerator,0.999680757522583,False,informal,0,0,0,1,long,1,0,stood_out,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12008,"after useing it for work and at home, i noticed that the video input on this living room display continues to work without drama. by contrast, the wireless connection has been a disappointment. a second check gave me the same result. the damn surprised me in good way.",positive,positive,0.9973357319831848,True,television,television,0.9997128844261169,True,limited,1,0,1,0,long,1,0,noticed,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12009,My main impression of this video panel comes from the picture quality: it keeps getting in the way after a few weeks of mixed use. I tried the same thing again later and got a similar result. This shit should not be happening in normal use. 🤷,negative,negative,0.9999886751174927,True,television,washing_machine,0.9993935823440552,False,standard,1,1,0,0,long,0,0,main_impression,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
20260827T171159Z_github-33096913323,0,12010,"I have been using this video panel after changing a few settings, and the interface has become increasingly unreliable. I noticed the change only in the new situation.",negative,negative,0.9992413520812988,True,television,washing_machine,0.9981070756912231,False,standard,0,0,0,0,medium,0,1,using,2026-08-18T22:44:45Z,0.7750793650793651,0.7750922393658675,0.7743959242650947,1.1074842682208577,0.39874088054580303,0.8204761904761905,0.8204378544146588,0.8200707591773474,0.4660999170328735,0.25365443134565085,-0.045396825396825324,-0.04534561504879131,-0.04567483491225266,0.6413843511879842,0.14508644920015218,0.7134726710876317,0.8366860590710986,0.0061480171006239445,0.6507936507936508,0.6502752294437802,0.6503958800382078,2.110477068546387,0.6057585338569466,0.6961904761904761,0.703932433742184,0.7041552511482699,0.8198432734935609,0.4192255322091519,-0.045396825396825324,-0.053657204298403705,-0.053759371110062126,1.2906337950528264,0.18653300164779468,0.5949911181980654,0.7065961833892362,3.6550126970100524e-16,0.7942082563154652,0.6290819470117067,0.276,0.59,0.569,0.5592284411186709,0.6200827423539291
